Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
example,9/29/2017 0:51,0:00:14,,Berserk: The Golden Age Arc III - The Advent,,Apple iPhone 7 (GSM),0:20:33,0:20:33,US (United States)
example,9/28/2017 4:32,0:01:58,Autoplayed: user action: None; ,Home: Adventures with Tip & Oh: Season 3: The Great Chicago Hot Dog Crisis / Wrinkly Humans Kids (Episode 11),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:02:38,Not latest view,US (United States)
example,9/28/2017 4:10,0:22:09,Autoplayed: user action: None; ,Home: Adventures with Tip & Oh: Season 3: Krebbles Is Real / Tip's Diary (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:22:50,Not latest view,US (United States)
example,9/28/2017 3:48,0:22:09,Autoplayed: user action: None; ,Home: Adventures with Tip & Oh: Season 3: Humanspeople Safari / Happy Space Troopers (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:22:49,Not latest view,US (United States)
example,9/28/2017 3:26,0:22:09,Autoplayed: user action: None; ,Home: Adventures with Tip & Oh: Season 3: Newbeings on the Block / Juicy Gossip (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:22:50,Not latest view,US (United States)
example,9/28/2017 3:03,0:22:09,,Home: Adventures with Tip & Oh: Season 3: Cats! The Planet / Selfie-ish (Episode 7),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:22:49,Not latest view,US (United States)
example,9/28/2017 2:35,0:22:45,,Home: Adventures with Tip & Oh: Season 3: Stick with Me / Family Feudings (Episode 6),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:22:43,0:22:43,US (United States)
example,9/27/2017 5:03,0:04:54,Autoplayed: user action: None; ,Home: Adventures with Tip & Oh: Season 3: Stick with Me / Family Feudings (Episode 6),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:05:34,Not latest view,US (United States)
example,9/27/2017 4:40,0:22:49,,Home: Adventures with Tip & Oh: Season 3: Hard to Gettings / Tummy Fish (Episode 5),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:22:49,Not latest view,US (United States)
example,9/27/2017 4:39,0:00:01,,Home: Adventures with Tip & Oh: Season 3: Newbeings on the Block / Juicy Gossip (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:00:01,Not latest view,US (United States)
example,9/26/2017 1:12,0:21:43,Autoplayed: user action: None; ,Bordertown: Season 1: Viva Coyote (Episode 13),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:31,0:21:31,US (United States)
example,9/26/2017 0:50,0:21:28,,Bordertown: Season 1: American Doll (Episode 12),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:28,0:21:28,US (United States)
example,9/26/2017 0:42,0:08:23,,Bordertown: Season 1: La Fiesta Noche Show (Episode 11),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:24,0:21:24,US (United States)
example,9/25/2017 21:24,0:13:36,,Bordertown: Season 1: La Fiesta Noche Show (Episode 11),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:13:01,Not latest view,US (United States)
example,9/25/2017 21:07,0:09:10,,Bordertown: Season 1: Wildfire (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:34,0:21:34,US (United States)
example,9/25/2017 14:55,0:13:05,,Bordertown: Season 1: Wildfire (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:12:57,Not latest view,US (United States)
example,9/25/2017 14:31,0:21:39,,Bordertown: Season 1: Heart Attack (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:27,0:21:27,US (United States)
example,9/25/2017 12:53,0:13:14,,Bordertown: Season 1: Santa Ana Winds (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:34,0:21:34,US (United States)
example,9/25/2017 2:10,0:00:39,Autoplayed: user action: None; ,Bordertown: Season 1: Heart Attack (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:00:39,Not latest view,US (United States)
example,9/25/2017 1:48,0:21:39,Autoplayed: user action: None; ,Bordertown: Season 1: Santa Ana Winds (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:38,Not latest view,US (United States)
example,9/25/2017 1:24,0:21:46,Autoplayed: user action: None; ,Bordertown: Season 1: Drug Lord (Episode 7),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:38,0:21:38,US (United States)
example,9/25/2017 0:57,0:21:33,,Bordertown: Season 1: J.C. Strikes (Episode 6),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:28,0:21:28,US (United States)
example,9/25/2017 0:20,0:11:51,,Bordertown: Season 1: Groundhog Day (Episode 5),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:29,0:21:29,US (United States)
example,9/24/2017 17:22,0:12:45,,Bordertown: Season 1: Groundhog Day (Episode 5),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:12:33,Not latest view,US (United States)
example,9/24/2017 17:21,0:00:04,,Bordertown: Season 1: Wildfire (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:00:04,Not latest view,US (United States)
example,9/23/2017 4:30,1:41:58,,Kubo and the Two Strings,,Apple iPhone 7 (GSM),1:41:59,Not latest view,US (United States)
example,9/22/2017 4:51,0:21:20,Autoplayed: user action: None; ,Bordertown: Season 1: Heart Attack (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:21,Not latest view,US (United States)
example,9/22/2017 4:30,0:21:38,Autoplayed: user action: None; ,Bordertown: Season 1: Santa Ana Winds (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:38,Not latest view,US (United States)
example,9/22/2017 4:08,0:21:38,Autoplayed: user action: None; ,Bordertown: Season 1: Drug Lord (Episode 7),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:38,Not latest view,US (United States)
example,9/22/2017 3:46,0:21:28,Autoplayed: user action: None; ,Bordertown: Season 1: J.C. Strikes (Episode 6),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:28,Not latest view,US (United States)
example,9/22/2017 3:25,0:21:33,Autoplayed: user action: None; ,Bordertown: Season 1: Groundhog Day (Episode 5),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:33,Not latest view,US (United States)
example,9/22/2017 3:03,0:21:33,,Bordertown: Season 1: High School Football (Episode 4),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:33,0:21:33,US (United States)
example,9/22/2017 2:40,0:21:27,,Bordertown: Season 1: Megachurch (Episode 3),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:21:31,0:21:31,US (United States)
example,9/21/2017 2:25,0:23:59,,BoJack Horseman: Season 4: What Time Is It Right Now (Episode 12),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:51,0:24:51,US (United States)
example,9/21/2017 1:49,0:21:52,,BoJack Horseman: Season 4: Time's Arrow (Episode 11),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:56,0:24:56,US (United States)
example,9/21/2017 1:18,0:23:56,,BoJack Horseman: Season 4: lovin that cali lifestyle!! (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:52,0:24:52,US (United States)
example,9/21/2017 0:55,0:22:27,,BoJack Horseman: Season 4: Ruthie (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:25:09,0:25:09,US (United States)
example,9/20/2017 14:54,0:01:58,,BoJack Horseman: Season 4: Ruthie (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:02:50,Not latest view,US (United States)
example,9/20/2017 14:30,0:21:57,,BoJack Horseman: Season 4: The Judge (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:44,0:24:44,US (United States)
example,9/20/2017 4:28,1:47:28,,Moana,,Samsung 2012 Mstar X10 Smart TV,1:47:28,Not latest view,US (United States)
example,9/20/2017 4:06,0:21:42,,Ouran High School Host Club: Season 1: This is Our Ouran Fair! (Episode 26),,Apple iPhone 7 (GSM),0:23:06,0:23:06,US (United States)
example,9/20/2017 3:43,0:22:06,,Ouran High School Host Club: Season 1: The Host Club Declares Dissolution! (Episode 25),,Apple iPhone 7 (GSM),0:23:26,0:23:26,US (United States)
example,9/20/2017 3:43,0:00:05,,Ouran High School Host Club: Season 1: The Host Club Declares Dissolution! (Episode 25),,Apple iPhone 7 (GSM),0:03:43,Not latest view,US (United States)
example,9/20/2017 3:21,0:21:30,,Ouran High School Host Club: Season 1: And so Kyoya Met Him! (Episode 24),,Samsung 2012 Mstar X10 Smart TV,0:22:50,0:22:50,US (United States)
example,9/20/2017 3:19,0:00:41,,Ouran High School Host Club: Season 1: Tamaki's Unwitting Depression! (Episode 23),,Samsung 2012 Mstar X10 Smart TV,0:23:26,0:23:26,US (United States)
example,9/20/2017 2:45,0:21:01,,Ouran High School Host Club: Season 1: Tamaki's Unwitting Depression! (Episode 23),,Chrome PC (Cadmium),0:22:23,Not latest view,US (United States)
example,9/20/2017 2:45,0:20:02,Autoplayed: user action: None; ,Ouran High School Host Club: Season 1: Tamaki's Unwitting Depression! (Episode 23),,Chrome PC (Cadmium),0:21:24,Not latest view,US (United States)
example,9/20/2017 2:04,0:22:23,,Ouran High School Host Club: Season 1: Mori-senpai Has an Apprentice Candidate! (Episode 22),,Chrome PC (Cadmium),0:22:23,0:22:23,US (United States)
example,9/20/2017 2:01,0:02:52,,BoJack Horseman: Season 4: The Judge (Episode 8),,Chrome PC (Cadmium),0:02:57,Not latest view,US (United States)
example,9/20/2017 1:36,0:24:48,,BoJack Horseman: Season 4: Underground (Episode 7),,Chrome PC (Cadmium),0:24:53,0:24:53,US (United States)
example,9/20/2017 1:10,0:23:49,,BoJack Horseman: Season 4: Stupid Piece of Sh*t (Episode 6),,Chrome PC (Cadmium),0:24:44,0:24:44,US (United States)
example,9/20/2017 0:45,0:20:55,,BoJack Horseman: Season 4: Thoughts and Prayers (Episode 5),,Chrome PC (Cadmium),0:24:56,0:24:56,US (United States)
example,9/19/2017 22:50,1:21:17,Autoplayed: user action: Unspecified; ,Minions,,Microsoft Xbox One,1:21:17,Not latest view,US (United States)
example,9/19/2017 22:49,0:00:02,Autoplayed: user action: None; ,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,,Microsoft Xbox One,0:00:02,0:00:02,US (United States)
example,9/19/2017 20:57,0:03:11,,BoJack Horseman: Season 4: Thoughts and Prayers (Episode 5),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:04:03,Not latest view,US (United States)
example,9/19/2017 20:32,0:23:53,,BoJack Horseman: Season 4: Commence Fracking (Episode 4),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:47,0:24:47,US (United States)
example,9/19/2017 19:21,0:02:04,,BoJack Horseman: Season 4: Hooray! Todd Episode!,,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:25:17,0:25:17,US (United States)
example,9/19/2017 18:57,0:22:26,,BoJack Horseman: Season 4: Hooray! Todd Episode!,,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:23:21,Not latest view,US (United States)
example,9/19/2017 18:32,0:25:08,,BoJack Horseman: Season 4: The Old Sugarman Place (Episode 2),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:25:08,0:25:08,US (United States)
example,9/19/2017 17:46,0:24:06,,BoJack Horseman: Season 4: See Mr. Peanutbutter Run (Episode 1),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:25:03,0:25:03,US (United States)
example,9/19/2017 17:06,0:24:16,,BoJack Horseman: Season 3: That Went Well (Episode 12),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:25:07,0:25:07,US (United States)
example,9/19/2017 14:46,0:23:35,,"BoJack Horseman: Season 3: That's Too Much, Man! (Episode 11)",,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:39,0:24:39,US (United States)
example,9/19/2017 3:01,0:00:19,,"BoJack Horseman: Season 3: That's Too Much, Man! (Episode 11)",,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:00:18,Not latest view,US (United States)
example,9/19/2017 2:51,0:08:48,,BoJack Horseman: Season 3: It's You (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:25:40,0:25:40,US (United States)
example,9/19/2017 2:24,0:10:30,Autoplayed: user action: None; ,BoJack Horseman: Season 3: It's You (Episode 10),,Chrome PC (Cadmium),0:16:57,Not latest view,US (United States)
example,9/19/2017 1:48,0:23:50,Autoplayed: user action: None; ,BoJack Horseman: Season 3: Best Thing That Ever Happened (Episode 9),,Chrome PC (Cadmium),0:24:44,0:24:44,US (United States)
example,9/19/2017 1:41,0:06:57,,BoJack Horseman: Season 3: Old Acquaintance (Episode 8),,Chrome PC (Cadmium),0:24:59,0:24:59,US (United States)
example,9/19/2017 1:34,0:06:28,,BoJack Horseman: Season 3: It's You (Episode 10),,Chrome PC (Cadmium),0:10:11,Not latest view,US (United States)
example,9/18/2017 4:28,0:03:43,Autoplayed: user action: None; ,BoJack Horseman: Season 3: It's You (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:03:43,Not latest view,US (United States)
example,9/18/2017 3:54,0:24:43,Autoplayed: user action: None; ,BoJack Horseman: Season 3: Best Thing That Ever Happened (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:43,Not latest view,US (United States)
example,9/18/2017 3:30,0:24:05,,BoJack Horseman: Season 3: Old Acquaintance (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:59,Not latest view,US (United States)
example,9/18/2017 3:06,0:23:55,,BoJack Horseman: Season 3: Stop the Presses (Episode 7),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:49,0:24:49,US (United States)
example,9/18/2017 2:59,0:06:10,,BoJack Horseman: Season 3: Brrap Brrap Pew Pew (Episode 6),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:42,0:24:42,US (United States)
example,9/18/2017 2:40,0:19:09,,BoJack Horseman: Season 3: Brrap Brrap Pew Pew (Episode 6),,Samsung 2012 Mstar X10 Smart TV,0:18:38,Not latest view,US (United States)
example,9/18/2017 2:13,0:26:11,,BoJack Horseman: Season 3: Love And/Or Marriage (Episode 5),,Samsung 2012 Mstar X10 Smart TV,0:25:06,0:25:06,US (United States)
example,9/17/2017 22:22,0:06:10,,BoJack Horseman: Season 3: Love And/Or Marriage (Episode 5),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:07:02,Not latest view,US (United States)
example,9/17/2017 21:23,0:22:53,,BoJack Horseman: Season 3: Fish Out Of Water (Episode 4),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:59,0:24:59,US (United States)
example,9/17/2017 4:51,0:01:13,,BoJack Horseman: Season 3: Fish Out Of Water (Episode 4),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:01:13,Not latest view,US (United States)
example,9/17/2017 4:45,0:06:24,,BoJack Horseman: Season 3: BoJack Kills (Episode 3),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:46,0:24:46,US (United States)
example,9/16/2017 23:34,0:17:20,,BoJack Horseman: Season 3: BoJack Kills (Episode 3),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:18:22,Not latest view,US (United States)
example,9/16/2017 23:21,0:12:28,,BoJack Horseman: Season 3: The BoJack Horseman Show (Episode 2),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:49,0:24:49,US (United States)
example,9/16/2017 20:43,0:22:04,,Ouran High School Host Club: Season 1: Until the Day it Becomes a Pumpkin! (Episode 21),,Samsung 2012 Mstar X10 Smart TV,0:23:26,0:23:26,US (United States)
example,9/16/2017 20:22,0:21:07,,Ouran High School Host Club: Season 1: The Door the Twins Opened! (Episode 20),,Samsung 2012 Mstar X10 Smart TV,0:22:27,0:22:27,US (United States)
example,9/16/2017 20:00,0:22:06,,Ouran High School Host Club: Season 1: Lobelia Girls' Academy Strikes Back! (Episode 19),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/16/2017 19:17,0:40:41,,The Originals: Season 3: I'll See You in Hell or New Orleans (Episode 3),,Samsung 2012 Mstar X10 Smart TV,0:40:41,0:40:41,US (United States)
example,9/16/2017 4:15,0:00:02,,Ouran High School Host Club: Season 1: Lobelia Girls' Academy Strikes Back! (Episode 19),,Samsung 2012 Mstar X10 Smart TV,0:01:22,Not latest view,US (United States)
example,9/16/2017 3:52,0:22:06,,Ouran High School Host Club: Season 1: Chika's 'Down with Honey' Declaration! (Episode 18),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/16/2017 3:30,0:22:06,,Ouran High School Host Club: Season 1: Kyoya's Reluctant Day Out! (Episode 17),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/16/2017 3:07,0:22:06,,Ouran High School Host Club: Season 1: Operation Haruhi and Hikaru's First Date! (Episode 16),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/16/2017 2:44,0:22:06,,Ouran High School Host Club: Season 1: The Refreshing Battle in Karuizawa! (Episode 15),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/16/2017 2:28,0:11:37,Autoplayed: user action: None; ,BoJack Horseman: Season 3: The BoJack Horseman Show (Episode 2),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:12:24,Not latest view,US (United States)
example,9/16/2017 2:21,0:22:06,,Ouran High School Host Club: Season 1: Covering the Famous Host Club! (Episode 14),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/16/2017 2:04,0:23:57,,BoJack Horseman: Season 3: Start Spreading the News (Episode 1),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:45,0:24:45,US (United States)
example,9/16/2017 1:58,0:23:26,,Ouran High School Host Club: Season 1: Haruhi in Wonderland! (Episode 13),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/16/2017 1:34,0:24:45,,BoJack Horseman: Season 2: Out to Sea (Episode 12),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:45,0:24:45,US (United States)
example,9/16/2017 1:17,0:16:47,,BoJack Horseman: Season 2: Escape from L.A. (Episode 11),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:48,0:24:48,US (United States)
example,9/16/2017 1:07,0:40:59,,The Originals: Season 3: You Hung the Moon (Episode 2),,Samsung 2012 Mstar X10 Smart TV,0:40:59,0:40:59,US (United States)
example,9/16/2017 0:45,0:22:06,,Ouran High School Host Club: Season 1: Honey's Three Bitter Days! (Episode 12),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/16/2017 0:33,0:00:01,,Fairy Tail: Season 1: Fairies in the Wind (Episode 6),,Samsung 2012 Mstar X10 Smart TV,0:02:31,Not latest view,US (United States)
example,9/16/2017 0:10,0:22:01,,Fairy Tail: Season 1: The Wizard in Armor (Episode 5),,Samsung 2012 Mstar X10 Smart TV,0:24:31,Not latest view,US (United States)
example,9/15/2017 23:48,0:22:00,,Fairy Tail: Season 1: Dear Kaby (Episode 4),,Samsung 2012 Mstar X10 Smart TV,0:24:30,Not latest view,US (United States)
example,9/15/2017 23:38,0:08:41,,Fairy Tail: Season 1: Infiltrate the Everlue Mansion (Episode 3),,Samsung 2012 Mstar X10 Smart TV,0:24:30,Not latest view,US (United States)
example,9/15/2017 23:25,0:13:21,,Fairy Tail: Season 1: Infiltrate the Everlue Mansion (Episode 3),,Samsung 2012 Mstar X10 Smart TV,0:15:50,Not latest view,US (United States)
example,9/15/2017 23:01,0:22:02,,"Fairy Tail: Season 1: Fire Dragon, Monkey, and Bull (Episode 2)",,Samsung 2012 Mstar X10 Smart TV,0:24:30,Not latest view,US (United States)
example,9/15/2017 22:36,0:24:30,,Fairy Tail: Season 1: The Fairy Tail (Episode 1),,Samsung 2012 Mstar X10 Smart TV,0:24:30,Not latest view,US (United States)
example,9/15/2017 22:36,0:00:17,,Fairy Tail: Season 1: The Fairy Tail (Episode 1),,Samsung 2012 Mstar X10 Smart TV,0:00:17,Not latest view,US (United States)
example,9/15/2017 22:35,0:00:18,,Fairy Tail: Season 1: The Fairy Tail (Episode 1),,Samsung 2012 Mstar X10 Smart TV,0:23:07,Not latest view,US (United States)
example,9/15/2017 21:53,0:08:06,,BoJack Horseman: Season 2: Escape from L.A. (Episode 11),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:08:06,Not latest view,US (United States)
example,9/15/2017 21:01,0:23:43,,BoJack Horseman: Season 2: Yes And (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:45,0:24:45,US (United States)
example,9/15/2017 20:33,0:13:20,,BoJack Horseman: Season 2: The Shot (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:51,0:24:51,US (United States)
example,9/15/2017 18:22,0:10:45,,BoJack Horseman: Season 2: The Shot (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:11:36,Not latest view,US (United States)
example,9/15/2017 17:26,0:24:02,,BoJack Horseman: Season 2: Let's Find Out (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:39,0:24:39,US (United States)
example,9/15/2017 16:51,0:24:40,,BoJack Horseman: Season 2: Hank After Dark (Episode 7),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:54,0:24:54,US (United States)
example,9/15/2017 14:11,0:23:49,,BoJack Horseman: Season 2: Higher Love (Episode 6),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:44,0:24:44,US (United States)
example,9/15/2017 13:30,0:23:54,,BoJack Horseman: Season 2: Chickens (Episode 5),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:47,0:24:47,US (United States)
example,9/15/2017 13:29,0:00:07,,BoJack Horseman: Season 3: Start Spreading the News (Episode 1),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:12:07,Not latest view,US (United States)
example,9/15/2017 7:47,0:12:10,Autoplayed: user action: None; ,BoJack Horseman: Season 3: Start Spreading the News (Episode 1),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:12:09,Not latest view,US (United States)
example,9/15/2017 7:23,0:24:45,Autoplayed: user action: None; ,BoJack Horseman: Season 2: Out to Sea (Episode 12),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:45,Not latest view,US (United States)
example,9/15/2017 6:58,0:24:51,Autoplayed: user action: None; ,BoJack Horseman: Season 2: Escape from L.A. (Episode 11),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:51,Not latest view,US (United States)
example,9/15/2017 6:33,0:24:54,Autoplayed: user action: None; ,BoJack Horseman: Season 2: Yes And (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:55,Not latest view,US (United States)
example,9/15/2017 6:08,0:24:51,Autoplayed: user action: None; ,BoJack Horseman: Season 2: The Shot (Episode 9),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:51,Not latest view,US (United States)
example,9/15/2017 5:43,0:24:41,Autoplayed: user action: None; ,BoJack Horseman: Season 2: Let's Find Out (Episode 8),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:42,Not latest view,US (United States)
example,9/15/2017 5:18,0:24:58,Autoplayed: user action: None; ,BoJack Horseman: Season 2: Hank After Dark (Episode 7),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:58,Not latest view,US (United States)
example,9/15/2017 4:53,0:24:46,Autoplayed: user action: None; ,BoJack Horseman: Season 2: Higher Love (Episode 6),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:46,Not latest view,US (United States)
example,9/15/2017 4:28,0:24:51,Autoplayed: user action: None; ,BoJack Horseman: Season 2: Chickens (Episode 5),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:51,Not latest view,US (United States)
example,9/15/2017 4:04,0:24:42,,BoJack Horseman: Season 2: After the Party (Episode 4),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:25:09,0:25:09,US (United States)
example,9/15/2017 3:40,0:23:42,,BoJack Horseman: Season 2: Still Broken (Episode 3),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:40,0:24:40,US (United States)
example,9/15/2017 3:29,0:10:46,,BoJack Horseman: Season 2: Yesterdayland (Episode 2),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:47,0:24:47,US (United States)
example,9/15/2017 3:14,0:00:01,,Ouran High School Host Club: Season 1: Honey's Three Bitter Days! (Episode 12),,Samsung 2012 Mstar X10 Smart TV,0:01:21,Not latest view,US (United States)
example,9/15/2017 2:51,0:22:06,,Ouran High School Host Club: Season 1: Big Brother is a Prince! (Episode 11),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/15/2017 2:29,0:22:06,,Ouran High School Host Club: Season 1: A Day in the Life of the Fujioka Family! (Episode 10),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/15/2017 2:06,0:22:04,,Ouran High School Host Club: Season 1: A Challenge from Lobelia Girls' Academy! (Episode 9),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/15/2017 1:44,0:21:22,,"Ouran High School Host Club: Season 1: The Sun, the Sea and the Host Club! (Episode 8)",,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/15/2017 1:20,0:22:04,,Ouran High School Host Club: Season 1: Jungle Pool SOS! (Episode 7),,Samsung 2012 Mstar X10 Smart TV,0:23:26,Not latest view,US (United States)
example,9/15/2017 0:26,0:41:54,,The Originals: Season 3: For the Next Millennium (Episode 1),,Samsung 2012 Mstar X10 Smart TV,0:41:54,0:41:54,US (United States)
example,9/14/2017 23:38,0:13:11,,BoJack Horseman: Season 2: Yesterdayland (Episode 2),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:14:01,Not latest view,US (United States)
example,9/14/2017 22:31,0:23:31,,BoJack Horseman: Season 2: Brand New Couch (Episode 1),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:25:12,0:25:12,US (United States)
example,9/14/2017 22:03,0:01:37,,BoJack Horseman: Season 2: Brand New Couch (Episode 1),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:01:41,Not latest view,US (United States)
example,9/14/2017 19:23,0:04:59,,BoJack Horseman: Season 1: Later (Episode 12),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:40,0:24:40,US (United States)
example,9/14/2017 18:55,0:18:53,,BoJack Horseman: Season 1: Later (Episode 12),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:19:47,Not latest view,US (United States)
example,9/14/2017 18:29,0:23:24,,BoJack Horseman: Season 1: Downer Ending (Episode 11),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:14,0:24:14,US (United States)
example,9/14/2017 18:06,0:23:36,,BoJack Horseman: Season 1: One Trick Pony (Episode 10),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:32,0:24:32,US (United States)
example,9/14/2017 9:29,0:00:01,Autoplayed: user action: None; ,BoJack Horseman: Season 3: The BoJack Horseman Show (Episode 2),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:00:00,Not latest view,US (United States)
example,9/14/2017 9:05,0:24:46,Autoplayed: user action: None; ,BoJack Horseman: Season 3: Start Spreading the News (Episode 1),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:46,Not latest view,US (United States)
example,9/14/2017 8:40,0:24:46,Autoplayed: user action: None; ,BoJack Horseman: Season 2: Out to Sea (Episode 12),,DefaultWidevineAndroidPhone (samsung_SM-G930T),0:24:46,Not latest view,US (United States)
